,id,fish id,grams
845,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094657.jpg,20,12139
846,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123837.jpg,624,
847,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110219.jpg,282,5708
848,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111113.jpg,308,54748
849,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105600.jpg,257,35
850,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120537.jpg,507,6044
851,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094938.jpg,27,406460
852,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132127.jpg,791,16760
853,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131412.jpg,771,0413
854,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123016.jpg,600,
855,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104442.jpg,212,5830
856,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130903.jpg,749,
857,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101937.jpg,120,46
858,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132325.jpg,802,419902
859,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115942.jpg,483,46615
860,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121359.jpg,540,6970
861,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130254.jpg,719,348
862,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110812.jpg,298,7450
863,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132319.jpg,801,148977
864,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114447.jpg,431,54896
865,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110147.jpg,280,62448
866,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114321.jpg,426,65999
867,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110609.jpg,290,705
868,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111503.jpg,326,1894
869,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105210.jpg,242,77449
870,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100403.jpg,74,80
871,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104103.jpg,198,1357
872,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102228.jpg,131,72342
873,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095140.jpg,33,125634
874,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120937.jpg,526,24322
875,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095815.jpg,53,14691
876,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132314.jpg,801,4892
877,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131153.jpg,762,143
878,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125126.jpg,673,
879,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124238.jpg,637,
880,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110823.jpg,298,17567
881,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104842.jpg,228,0
882,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103308.jpg,174,4875
883,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102758.jpg,151,61083
884,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113641.jpg,404,04941
885,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123755.jpg,621,96469
886,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131351.jpg,771,4
887,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131423.jpg,771,24213
888,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094100.jpg,3,97708
889,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110214.jpg,282,50439
890,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114700.jpg,41,53324
891,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101443.jpg,105,25227
892,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103532.jpg,186,24269
893,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132937.jpg,826,12
894,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113735.jpg,408,014914
895,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102638.jpg,145,23022
896,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130852.jpg,748,
897,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111644.jpg,333,74364
898,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113053.jpg,,10337
899,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130107.jpg,710,049001
900,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124600.jpg,651,
901,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121036.jpg,530,
902,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094855.jpg,25,011944
903,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123635.jpg,,51316
904,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130649.jpg,737,10
905,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110016.jpg,275,29279
906,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104711.jpg,221,13103
907,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112615.jpg,368,98
908,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105341.jpg,248,9
909,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111452.jpg,325,77958
910,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113245.jpg,391,669
911,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102348.jpg,135,45696
912,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103724.jpg,492,69192
913,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113537.jpg,400,65373
914,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130305.jpg,720,03043
915,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120102.jpg,490,82042
916,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132506.jpg,810,728
917,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125734.jpg,695,2
918,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325133156.jpg,836,1659
919,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131755.jpg,776,797
920,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121546.jpg,550,54230
921,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104936.jpg,231,9719
922,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123437.jpg,610,43883
923,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131033.jpg,756,1
924,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110942.jpg,303,13958
925,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124403.jpg,642,496
926,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113250.jpg,391,660979
927,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122933.jpg,600,0
928,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111321.jpg,318,79748
929,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101126.jpg,97,47840
930,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115635.jpg,470,78022
931,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104738.jpg,223,22816
932,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100210.jpg,68,70548
933,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103719.jpg,191,52903
934,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123152.jpg,604,689477
935,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122258.jpg,581,45681
936,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125537.jpg,688,
937,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123146.jpg,604,68926
938,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102836.jpg,154,56899
939,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123608.jpg,614,848
940,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105803.jpg,265,608
941,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103527.jpg,185,5829
942,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103241.jpg,172,4685
943,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130847.jpg,748,
944,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095223.jpg,35,014944
945,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113708.jpg,406,52493
946,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112402.jpg,356,13603
947,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120249.jpg,500,82384
948,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325093929.jpg,,16068
949,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125443.jpg,685,4954
950,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132117.jpg,790,12618
951,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130700.jpg,738,1
952,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111057.jpg,307,55435
953,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103335.jpg,176,23626
954,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101536.jpg,,51840
955,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095431.jpg,,29153
956,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114113.jpg,421,34674
957,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100600.jpg,80,35790
958,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112210.jpg,346,307979
959,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102003.jpg,122,87503
960,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094713.jpg,21,049444
961,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122648.jpg,597,82205
962,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125641.jpg,694,4
963,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124211.jpg,635,313
964,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103137.jpg,168,387
965,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115755.jpg,475,797579
966,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101734.jpg,115,58354
967,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094511.jpg,14,14462
968,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114305.jpg,,83658
969,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102201.jpg,130,20
970,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131805.jpg,776,7978
971,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131811.jpg,776,7976
972,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111519.jpg,327,399679
973,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115019.jpg,448,76998
974,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122845.jpg,600,438
975,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105544.jpg,256,14164
976,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103121.jpg,167,89342
977,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113454.jpg,398,044045
978,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103647.jpg,189,94965
979,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132303.jpg,800,205759
980,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121431.jpg,543,840379
981,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131622.jpg,771,24412
982,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122138.jpg,574,898
983,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115958.jpg,484,64425
984,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121425.jpg,542,34162
985,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121343.jpg,539,32952
986,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130919.jpg,750,0940
987,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105008.jpg,234,56405
988,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104458.jpg,213,75060
989,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124950.jpg,667,
990,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132854.jpg,822,15232
991,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111041.jpg,306,16869
992,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105034.jpg,2365,77020
993,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113130.jpg,387,15564
994,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124944.jpg,667,
995,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100819.jpg,88,103387
996,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132101.jpg,789,498
997,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120505.jpg,504,10376
998,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130716.jpg,740,
999,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325133223.jpg,838,00
1000,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110203.jpg,281,7566
1001,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123811.jpg,622,9
1002,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123805.jpg,622,
1003,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101454.jpg,106,63284
1004,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105632.jpg,259,13968
1005,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115347.jpg,462,27779
1006,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111135.jpg,310,4260
1007,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115435.jpg,466,143944
1008,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103257.jpg,173,56630
1009,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121009.jpg,,56425
1010,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113905.jpg,414,
1011,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114924.jpg,447,87
1012,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125521.jpg,687,
1013,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102820.jpg,,66539
1014,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114930.jpg,447,8708
1015,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094329.jpg,10,5045
1016,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103055.jpg,165,7676
1017,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104909.jpg,230,16868
1018,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132511.jpg,810,
1019,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120129.jpg,493,0
1020,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123421.jpg,610,484
1021,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132538.jpg,812,15648
1022,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325133140.jpg,835,265480
1023,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124414.jpg,643,3
1024,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115811.jpg,476,96190
1025,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112159.jpg,345,34095
1026,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120855.jpg,523,99333
1027,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113521.jpg,400,6536
1028,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115150.jpg,455,49743
1029,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115144.jpg,454,52837
1030,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105357.jpg,249,480
1031,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101131.jpg,97,47789
1032,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101657.jpg,113,91348
1033,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102404.jpg,136,6793
1034,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125905.jpg,702,
1035,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131555.jpg,7715,2438
1036,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100950.jpg,93,13979
1037,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125246.jpg,678,
1038,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121020.jpg,529,57900
1039,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124616.jpg,652,
1040,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114919.jpg,,
1041,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105814.jpg,266,19263
1042,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095546.jpg,46,51844
1043,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105627.jpg,259,13976
1044,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124825.jpg,661,
1045,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110558.jpg,289,7572
1046,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132921.jpg,825,19966
1047,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111108.jpg,308,54759
1048,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114716.jpg,442,28224
1049,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115408.jpg,464,143979
1050,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124819.jpg,661,6
1051,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100830.jpg,89,9856
1052,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325113657.jpg,405,55509
1053,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103444.jpg,182,59345
1054,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112549.jpg,366,1692
1055,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095354.jpg,39,94491
1056,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105747.jpg,264,5589
1057,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325130924.jpg,751,851
1058,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111732.jpg,337,6735
1059,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115232.jpg,457,75279
1060,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123958.jpg,629,0
1061,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325104317.jpg,206,944
1062,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102014.jpg,123,4545
1063,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325133020.jpg,830,9073
1064,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123541.jpg,613,6249
1065,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112944.jpg,379,50328
1066,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122111.jpg,572,12833
1067,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101910.jpg,119,1420
1068,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095156.jpg,34,044941
1069,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125859.jpg,702,
1070,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120921.jpg,525,93338
1071,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100429.jpg,76,52245
1072,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115024.jpg,449,79596
1073,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122850.jpg,600,103
1074,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115030.jpg,449,73886
1075,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101723.jpg,114,65949
1076,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095618.jpg,48,159979
1077,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125849.jpg,701,3450
1078,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122840.jpg,600,103385
1079,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095634.jpg,49,65898
1080,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110158.jpg,,80
1081,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325105555.jpg,257,92348
1082,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114458.jpg,432,75880
1083,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325131800.jpg,776,79770
1084,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111508.jpg,326,1876
1085,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114316.jpg,426,65975
1086,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115008.jpg,448,7699
1087,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325094516.jpg,14,044944
1088,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102206.jpg,130,5205
1089,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325112954.jpg,380,59245
1090,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125646.jpg,6945,
1091,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325121420.jpg,542,34174
1092,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122101.jpg,571,10379
1093,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120702.jpg,513,7335
1094,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110428.jpg,284,75795
1095,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101531.jpg,108,51852
1096,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325101257.jpg,100,67957
1097,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115222.jpg,456,6549
1098,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095436.jpg,42,29154
1099,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123021.jpg,600,4284
1100,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325132138.jpg,792,117
1101,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102945.jpg,160,66269
1102,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124014.jpg,630,0338
1103,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325120500.jpg,504,1037
1104,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325100808.jpg,88,103385
1105,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115342.jpg,462,29259
1106,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111124.jpg,309,3
1107,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325115424.jpg,465,55445
1108,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103246.jpg,172,468
1109,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124835.jpg,662,74
1110,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095218.jpg,35,79894
1111,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102825.jpg,153,24581
1112,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325123141.jpg,604,68790
1113,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325114935.jpg,447,85706
1114,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125256.jpg,679,78
1115,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325122511.jpg,590,59632
1116,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325124606.jpg,651,831
1117,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325103044.jpg,164,
1118,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325110038.jpg,276,47599
1119,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095754.jpg,52,68247
1120,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325111332.jpg,319,6488
1121,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325095026.jpg,29,15255
1122,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325102414.jpg,137,69128
1123,FishDiseaseZHAW/OverUnderWeight/ZHAW Biocam_00_20240325125915.jpg,703,48
